AUC score	Balanced accuracy score	Precision	Recall	species	antibiotic	MOA	case	R1	S1	Rn	Sn	distance	model	scheme	split	drug_class
0.6866522444564630	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	204	1.864204098274000	LightGBM	A	scheme	penam
0.6135559762033530	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	204	1.864204098274000	LightGBM	A	scheme	penam
0.5921146565711200	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	204	1.864204098274000	LightGBM	A	scheme	penam
0.7541184424012980	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	204	1.864204098274000	LightGBM	A	scheme	penam
0.6296655328798190	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	205	1.864204098274000	LightGBM	A	scheme	penam
0.589484126984127	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	205	1.864204098274000	LightGBM	A	scheme	penam
0.6822845804988660	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	205	1.864204098274000	LightGBM	A	scheme	penam
0.7925047258979210	0.6545652173913050	0.6020990990990990	0.9217391304347830	Escherichia coli	amoxicillin	CWSI	A-c	261	0	199	222	1.864204098274000	LightGBM	A	scheme	penam
0.8900567107750480	0.8495652173913040	0.7863054187192120	0.9595652173913050	Escherichia coli	amoxicillin	CWSI	A-c	262	0	199	222	1.864204098274000	LightGBM	A	scheme	penam
0.8991838842975210	0.8097727272727270	0.8134839073969510	0.798181818181818	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.849504132231405	0.7838636363636360	0.7558307692307690	0.8395454545454540	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.9362396694214880	0.9122727272727280	0.8756	0.9595454545454550	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.8771487603305790	0.7604545454545460	0.7247225071225070	0.8422727272727270	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.9202272727272730	0.8443181818181820	0.7785714285714280	0.9613636363636360	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.9739462809917360	0.888409090909091	0.8404923076923080	0.956818181818182	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.8373450413223140	0.7327272727272730	0.6813349753694580	0.8736363636363630	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.8314772727272730	0.6927272727272730	0.6735282051282050	0.7536363636363630	Escherichia coli	amoxicillin	CWSI	A-c	262	0	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.7363327032136110	0.6539130434782610	0.5951280227596020	0.9617391304347830	Escherichia coli	amoxicillin	CWSI	A-d	0	91	199	222	1.864204098274000	LightGBM	A	scheme	penam
0.919810964083176	0.8069565217391310	0.7341935483870970	0.9595652173913050	Escherichia coli	amoxicillin	CWSI	A-d	0	91	199	222	1.864204098274000	LightGBM	A	scheme	penam
0.9037293388429750	0.8259090909090910	0.7954807692307690	0.8772727272727270	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.8631611570247930	0.7884090909090910	0.7785747694334650	0.8004545454545450	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.8821280991735540	0.7954545454545450	0.7096774193548390	1.0	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.7840289256198350	0.6702272727272730	0.6258409343715240	0.8395454545454540	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.8471280991735540	0.8456818181818180	0.8013019943019940	0.918181818181818	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	222	1.864204098274000	LightGBM	A	scheme	penam
0.9202066115702480	0.7988636363636360	0.7425	0.9159090909090910	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.8076342975206610	0.6681818181818180	0.6237241379310340	0.8368181818181820	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.7942768595041320	0.7588636363636360	0.7235458689458690	0.8304545454545450	Escherichia coli	amoxicillin	CWSI	A-d	0	92	200	223	1.864204098274000	LightGBM	A	scheme	penam
0.6199676823638040	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	279	109	324	0	1.7907807356861800	LightGBM	A	scheme	penam
0.57984375	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	109	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6425159438775510	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6767761479591840	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.5104894770408160	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.7489269770408170	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6378077168367350	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6572273596938780	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.4968223852040820	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6598692602040820	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	325	0	1.7907807356861800	LightGBM	A	scheme	penam
0.6141634033463870	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	279	109	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.6774813100747600	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	109	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.5904681381274480	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.7044820220719120	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.6102687789248840	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.7441064435742260	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.7572623709505160	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.6885938056247770	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	295	1.7907807356861800	LightGBM	A	scheme	penam
0.5958191568047340	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	296	1.7907807356861800	LightGBM	A	scheme	penam
0.6296227810650890	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	296	1.7907807356861800	LightGBM	A	scheme	penam
0.862734693877551	0.7967142857142860	0.8139734992237370	0.7714285714285720	Escherichia coli	amoxicillin	CWSI	A-c	261	0	342	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9184612244897960	0.8920000000000000	0.8747558987558990	0.9142857142857140	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.8971346938775510	0.8242857142857140	0.7905016960280120	0.885714285714286	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9152653061224490	0.862571428571429	0.8862752932551320	0.8285714285714280	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9347959183673470	0.821142857142857	0.8351024955436720	0.8000000000000000	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9000326530612240	0.8247142857142860	0.7884718331692020	0.885714285714286	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9301551020408160	0.8368571428571430	0.8217117117117120	0.8571428571428570	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9028163265306120	0.8227142857142850	0.802419223735013	0.8571428571428570	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.8745415224913500	0.8341176470588240	0.8233073168661400	0.8529411764705880	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	314	1.7907807356861800	LightGBM	A	scheme	penam
0.930441176470588	0.8335294117647060	0.8211521942110180	0.8529411764705880	Escherichia coli	amoxicillin	CWSI	A-c	262	0	343	314	1.7907807356861800	LightGBM	A	scheme	penam
0.8743591836734700	0.8104285714285720	0.8005304842657790	0.8285714285714280	Escherichia coli	amoxicillin	CWSI	A-d	0	91	342	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9178857142857140	0.8778571428571430	0.8537632369211310	0.9142857142857140	Escherichia coli	amoxicillin	CWSI	A-d	0	91	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.923077551020408	0.8375714285714280	0.8088367010735430	0.885714285714286	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9125714285714280	0.8487142857142860	0.8460224089635860	0.8571428571428570	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9468979591836730	0.8488571428571430	0.8441036414565830	0.8571428571428570	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.8934857142857140	0.8122857142857140	0.7707986076824330	0.885714285714286	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.9413551020408160	0.8922857142857150	0.8578180508443660	0.9428571428571430	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.8993183673469390	0.8524285714285710	0.8120395375132220	0.9142857142857140	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	313	1.7907807356861800	LightGBM	A	scheme	penam
0.8830103806228370	0.862058823529412	0.8321574092889880	0.9117647058823530	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	314	1.7907807356861800	LightGBM	A	scheme	penam
0.9166695501730100	0.8057352941176470	0.8133539438502680	0.7941176470588240	Escherichia coli	amoxicillin	CWSI	A-d	0	92	343	314	1.7907807356861800	LightGBM	A	scheme	penam
0.5386507653969380	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	279	109	289	0	1.3679956037765300	LightGBM	A	scheme	penam
0.6209416162335350	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	109	289	0	1.3679956037765300	LightGBM	A	scheme	penam
0.4551812130177520	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.4870802514792900	0.4903846153846150	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.6836649408284020	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.6612962278106510	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.5578827662721890	0.4903846153846150	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.5415440088757400	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.611194526627219	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.5829548816568050	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	290	0	1.3679956037765300	LightGBM	A	scheme	penam
0.604443359375	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	279	109	0	99	1.3679956037765300	LightGBM	A	scheme	penam
0.6635535900104060	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	109	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.5891883454734650	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.491888657648283	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.5559729448491160	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.6470759625390220	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.6052861602497400	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.6043288241415190	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.580936524453694	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.6091519250780440	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	100	1.3679956037765300	LightGBM	A	scheme	penam
0.8504591836734690	0.5514285714285710	0.676142857142857	0.2142857142857140	Escherichia coli	amoxicillin	CWSI	A-c	261	0	307	117	1.3679956037765300	LightGBM	A	scheme	penam
0.778994082840237	0.701923076923077	0.900357142857143	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-c	262	0	307	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7076923076923080	0.6315384615384620	0.7807341269841270	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8852662721893490	0.7153846153846150	0.9428571428571430	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.9323668639053250	0.7926923076923080	0.9622222222222220	0.6153846153846150	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7420118343195270	0.6853846153846160	0.8547619047619050	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7977810650887570	0.6488461538461540	0.820238095238095	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8773372781065090	0.79	0.96	0.6153846153846150	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8169822485207100	0.5888461538461540	0.8245000000000000	0.2307692307692310	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7920118343195270	0.6415384615384620	0.91	0.3076923076923080	Escherichia coli	amoxicillin	CWSI	A-c	262	0	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8690306122448980	0.6153571428571430	0.8206666666666670	0.2857142857142860	Escherichia coli	amoxicillin	CWSI	A-d	0	91	307	117	1.3679956037765300	LightGBM	A	scheme	penam
0.8005325443786980	0.6757692307692310	0.9283333333333330	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-d	0	91	307	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7912426035502960	0.6176923076923080	0.7474603174603170	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8580473372781070	0.7192307692307690	0.9642857142857140	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.967041420118343	0.7930769230769230	0.9644444444444440	0.6153846153846150	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.816094674556213	0.6876923076923080	0.8547619047619050	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.6961834319526630	0.6053846153846160	0.6852182539682540	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7899704142011840	0.7165384615384610	0.9414285714285710	0.4615384615384620	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.8446449704142010	0.6646153846153850	0.8930952380952380	0.3846153846153850	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.7627810650887580	0.6073076923076920	0.7966666666666670	0.3076923076923080	Escherichia coli	amoxicillin	CWSI	A-d	0	92	308	118	1.3679956037765300	LightGBM	A	scheme	penam
0.63453125	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	279	109	101	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7760791015625	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	109	101	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7318359375	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	101	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7841727367325700	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.8190998959417270	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7933610822060350	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.8645005202913630	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7988397502601460	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.771404786680541	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.7430437044745060	0.5	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-a	280	110	102	0	1.3166696885893200	LightGBM	A	scheme	penam
0.654712	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	279	109	0	39	1.3166696885893200	LightGBM	A	scheme	penam
0.7542640000000000	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	109	0	39	1.3166696885893200	LightGBM	A	scheme	penam
0.657424	0.5028	0.501938775510204	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	39	1.3166696885893200	LightGBM	A	scheme	penam
0.803488	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	39	1.3166696885893200	LightGBM	A	scheme	penam
0.7384461805555560	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.6658246527777780	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.6815798611111110	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.7221961805555560	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.7861371527777780	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.7526736111111110	0.5	0.5	1.0	Escherichia coli	amoxicillin	CWSI	A-b	280	110	0	40	1.3166696885893200	LightGBM	A	scheme	penam
0.9063265306122450	0.714285714285714	1.0	0.4285714285714290	Escherichia coli	amoxicillin	CWSI	A-c	261	0	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.9779591836734700	0.714285714285714	1.0	0.4285714285714290	Escherichia coli	amoxicillin	CWSI	A-c	262	0	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.8348979591836740	0.6321428571428570	0.7395000000000000	0.4285714285714290	Escherichia coli	amoxicillin	CWSI	A-c	262	0	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.7479591836734700	0.6428571428571430	1.0	0.2857142857142860	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	57	1.3166696885893200	LightGBM	A	scheme	penam
0.6695833333333330	0.59	0.735	0.3333333333333330	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
1.0	0.8333333333333330	1.0	0.6666666666666670	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.7761111111111110	0.8041666666666670	0.916	0.6666666666666670	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.8294444444444440	0.6666666666666670	1.0	0.3333333333333330	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.848611111111111	0.6666666666666670	1.0	0.3333333333333330	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.7825	0.5833333333333330	1.0	0.1666666666666670	Escherichia coli	amoxicillin	CWSI	A-c	262	0	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.7675510204081630	0.5364285714285710	0.75	0.1428571428571430	Escherichia coli	amoxicillin	CWSI	A-d	0	91	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.9695918367346940	0.5714285714285710	1.0	0.1428571428571430	Escherichia coli	amoxicillin	CWSI	A-d	0	91	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.7646938775510200	0.6071428571428570	0.85	0.2857142857142860	Escherichia coli	amoxicillin	CWSI	A-d	0	92	119	57	1.3166696885893200	LightGBM	A	scheme	penam
0.4757142857142860	0.6000000000000000	0.8233333333333340	0.2857142857142860	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	57	1.3166696885893200	LightGBM	A	scheme	penam
0.6602777777777780	0.6666666666666670	1.0	0.3333333333333330	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.9055555555555550	0.7166666666666670	0.885	0.5	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.7172222222222220	0.5091666666666670	0.6166666666666670	0.1666666666666670	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.7658333333333330	0.6666666666666670	0.7905000000000000	0.5	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.8769444444444450	0.6666666666666670	1.0	0.3333333333333330	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.3730555555555560	0.4675	0.0	0.0	Escherichia coli	amoxicillin	CWSI	A-d	0	92	120	58	1.3166696885893200	LightGBM	A	scheme	penam
0.5206098615916960	0.5007352941176470	0.08	0.0008823529411764	Escherichia coli	amoxicillin_clavulanate	CWSI	A-a	133	144	125	0	1.8154204328730400	LightGBM	A	scheme	penam
0.5075692041522490	0.5017647058823530	0.12	0.0041176470588235	Escherichia coli	amoxicillin_clavulanate	CWSI	A-a	133	144	125	0	1.8154204328730400	LightGBM	A	scheme	penam
0.4954065743944640	0.5	0.0	0.0	Escherichia coli	amoxicillin_clavulanate	CWSI	A-a	133	144	125	0	1.8154204328730400	LightGBM	A	scheme	penam
0.527993079584775	0.501764705882353	0.13	0.0029411764705882	Escherichia coli	amoxicillin_clavulanate	CWSI	A-a	133	144	125	0	1.8154204328730400	LightGBM	A	scheme	penam
0.5154152249134950	0.5022058823529410	0.11	0.0035294117647058	Escherichia coli	amoxicillin_clavulanate	CWSI	A-a	133	144	125	0	1.8154204328730400	LightGBM	A	scheme	penam
